alpha,fit_intercept,copy_X,max_iter,tol,solver,MMRE-
0.01,True,True,20000,0.001,sparse_cg,35.81928
0.01,True,True,20000,0.001,sag,35.81928
0.01,True,True,20000,0.001,saga,35.819120000000005
0.01,True,True,20000,0.01,auto,13.815199999999999
0.01,True,True,20000,0.01,svd,13.815199999999999
0.01,True,True,20000,0.01,cholesky,13.815199999999999
0.01,True,True,20000,0.01,lsqr,35.81928
0.01,True,True,20000,0.01,sparse_cg,35.81928
0.01,True,True,20000,0.01,sag,35.96022000000001
0.01,True,True,20000,0.01,saga,35.81782
0.01,True,True,20000,0.1,auto,13.815199999999999
0.01,True,True,20000,0.1,svd,13.815199999999999
0.01,True,True,20000,0.1,cholesky,13.815199999999999
0.01,True,True,20000,0.1,lsqr,35.81928
0.01,True,True,20000,0.1,sparse_cg,35.81928
0.01,True,True,20000,0.1,sag,37.05262
0.01,True,True,20000,0.1,saga,35.863
0.01,True,True,50000,0.0001,auto,13.815199999999999
0.01,True,True,50000,0.0001,svd,13.815199999999999
0.01,True,True,50000,0.0001,cholesky,13.815199999999999
0.01,True,True,50000,0.0001,lsqr,35.81928
0.01,True,True,50000,0.0001,sparse_cg,35.81928
0.01,True,True,50000,0.0001,sag,35.819300000000005
0.01,True,True,50000,0.0001,saga,35.819300000000005
0.01,True,True,50000,0.001,auto,13.815199999999999
