N_neighbors,weights,algorithm,Leaf_size,P,MMRE-
9,uniform,ball_tree,40,1,2498.0676599999997
9,uniform,ball_tree,40,2,4444.03366
9,uniform,ball_tree,50,1,2498.0676599999997
9,uniform,ball_tree,50,2,4444.03366
9,uniform,ball_tree,100,1,2498.0676599999997
9,uniform,ball_tree,100,2,4444.03366
9,uniform,kd_tree,10,1,2498.0676599999997
9,uniform,kd_tree,10,2,4444.03366
9,uniform,kd_tree,20,1,2498.0676599999997
9,uniform,kd_tree,20,2,4444.03366
9,uniform,kd_tree,30,1,2498.0676599999997
9,uniform,kd_tree,30,2,4444.03366
9,uniform,kd_tree,40,1,2498.0676599999997
9,uniform,kd_tree,40,2,4444.03366
9,uniform,kd_tree,50,1,2498.0676599999997
9,uniform,kd_tree,50,2,4444.03366
9,uniform,kd_tree,100,1,2498.0676599999997
9,uniform,kd_tree,100,2,4444.03366
9,uniform,brute,10,1,2498.0676599999997
9,uniform,brute,10,2,4444.03366
9,uniform,brute,20,1,2498.0676599999997
9,uniform,brute,20,2,4444.03366
9,uniform,brute,30,1,2498.0676599999997
9,uniform,brute,30,2,4444.03366
9,uniform,brute,40,1,2498.0676599999997
9,uniform,brute,40,2,4444.03366
9,uniform,brute,50,1,2498.0676599999997
9,uniform,brute,50,2,4444.03366
9,uniform,brute,100,1,2498.0676599999997
9,uniform,brute,100,2,4444.03366
9,distance,auto,10,1,2519.95924
9,distance,auto,10,2,4422.51356
9,distance,auto,20,1,2519.95924
9,distance,auto,20,2,4422.51356
9,distance,auto,30,1,2519.95924
9,distance,auto,30,2,4422.51356
9,distance,auto,40,1,2519.95924
9,distance,auto,40,2,4422.51356
9,distance,auto,50,1,2519.95924
9,distance,auto,50,2,4422.51356
9,distance,auto,100,1,2519.95924
9,distance,auto,100,2,4422.51356
9,distance,ball_tree,10,1,2519.95924
9,distance,ball_tree,10,2,4422.51356
9,distance,ball_tree,20,1,2519.95924
9,distance,ball_tree,20,2,4422.51356
9,distance,ball_tree,30,1,2519.95924
9,distance,ball_tree,30,2,4422.51356
9,distance,ball_tree,40,1,2519.95924
9,distance,ball_tree,40,2,4422.51356
9,distance,ball_tree,50,1,2519.95924
9,distance,ball_tree,50,2,4422.51356
9,distance,ball_tree,100,1,2519.95924
9,distance,ball_tree,100,2,4422.51356
9,distance,kd_tree,10,1,2519.95924
9,distance,kd_tree,10,2,4422.51356
9,distance,kd_tree,20,1,2519.95924
9,distance,kd_tree,20,2,4422.51356
9,distance,kd_tree,30,1,2519.95924
9,distance,kd_tree,30,2,4422.51356
9,distance,kd_tree,40,1,2519.95924
9,distance,kd_tree,40,2,4422.51356
9,distance,kd_tree,50,1,2519.95924
9,distance,kd_tree,50,2,4422.51356
9,distance,kd_tree,100,1,2519.95924
9,distance,kd_tree,100,2,4422.51356
9,distance,brute,10,1,2519.95924
9,distance,brute,10,2,4422.51356
9,distance,brute,20,1,2519.95924
9,distance,brute,20,2,4422.51356
9,distance,brute,30,1,2519.95924
9,distance,brute,30,2,4422.51356
9,distance,brute,40,1,2519.95924
9,distance,brute,40,2,4422.51356
9,distance,brute,50,1,2519.95924
9,distance,brute,50,2,4422.51356
9,distance,brute,100,1,2519.95924
9,distance,brute,100,2,4422.51356
10,uniform,auto,10,1,2547.88234
10,uniform,auto,10,2,5160.10632
10,uniform,auto,20,1,2547.88234
10,uniform,auto,20,2,5160.10632
10,uniform,auto,30,1,2547.88234
10,uniform,auto,30,2,5160.10632
10,uniform,auto,40,1,2547.88234
10,uniform,auto,40,2,5160.10632
10,uniform,auto,50,1,2547.88234
10,uniform,auto,50,2,5160.10632
10,uniform,auto,100,1,2547.88234
10,uniform,auto,100,2,5160.10632
10,uniform,ball_tree,10,1,2547.88234
10,uniform,ball_tree,10,2,5160.10632
10,uniform,ball_tree,20,1,2547.88234
10,uniform,ball_tree,20,2,5160.10632
10,uniform,ball_tree,30,1,2547.88234
10,uniform,ball_tree,30,2,5160.10632
10,uniform,ball_tree,40,1,2547.88234
10,uniform,ball_tree,40,2,5160.10632
10,uniform,ball_tree,50,1,2547.88234
10,uniform,ball_tree,50,2,5160.10632
10,uniform,ball_tree,100,1,2547.88234
10,uniform,ball_tree,100,2,5160.10632
10,uniform,kd_tree,10,1,2547.88234
10,uniform,kd_tree,10,2,5160.10632
10,uniform,kd_tree,20,1,2547.88234
10,uniform,kd_tree,20,2,5160.10632
10,uniform,kd_tree,30,1,2547.88234
10,uniform,kd_tree,30,2,5160.10632
10,uniform,kd_tree,40,1,2547.88234
10,uniform,kd_tree,40,2,5160.10632
10,uniform,kd_tree,50,1,2547.88234
