Alpha,fit_intercept,copy_X,Max_iter,Tol,MMRE-
100,True,True,20000,0.001,10.40768
100,True,True,20000,0.01,10.40768
100,True,True,20000,0.1,10.40768
100,True,False,500,1e-05,10.40768
100,True,False,500,0.0001,10.40768
100,True,False,500,0.001,10.40768
100,True,False,500,0.01,10.40768
100,True,False,500,0.1,10.40768
100,True,False,1000,1e-05,10.40768
100,True,False,1000,0.0001,10.40768
100,True,False,1000,0.001,10.40768
100,True,False,1000,0.01,10.40768
100,True,False,1000,0.1,10.40768
100,True,False,2000,1e-05,10.40768
100,True,False,2000,0.0001,10.40768
100,True,False,2000,0.001,10.40768
100,True,False,2000,0.01,10.40768
100,True,False,2000,0.1,10.40768
100,True,False,5000,1e-05,10.40768
100,True,False,5000,0.0001,10.40768
100,True,False,5000,0.001,10.40768
100,True,False,5000,0.01,10.40768
100,True,False,5000,0.1,10.40768
100,True,False,15000,1e-05,10.40768
100,True,False,15000,0.0001,10.40768
100,True,False,15000,0.001,10.40768
100,True,False,15000,0.01,10.40768
100,True,False,15000,0.1,10.40768
100,True,False,20000,1e-05,10.40768
100,True,False,20000,0.0001,10.40768
100,True,False,20000,0.001,10.40768
100,True,False,20000,0.01,10.40768
100,True,False,20000,0.1,10.40768
100,False,True,500,1e-05,58.51796
100,False,True,500,0.0001,58.51796
100,False,True,500,0.001,58.51796
100,False,True,500,0.01,58.51796
100,False,True,500,0.1,58.51796
100,False,True,1000,1e-05,58.51796
100,False,True,1000,0.0001,58.51796
100,False,True,1000,0.001,58.51796
100,False,True,1000,0.01,58.51796
100,False,True,1000,0.1,58.51796
100,False,True,2000,1e-05,58.51796
100,False,True,2000,0.0001,58.51796
100,False,True,2000,0.001,58.51796
100,False,True,2000,0.01,58.51796
100,False,True,2000,0.1,58.51796
100,False,True,5000,1e-05,58.51796
100,False,True,5000,0.0001,58.51796
100,False,True,5000,0.001,58.51796
100,False,True,5000,0.01,58.51796
100,False,True,5000,0.1,58.51796
100,False,True,15000,1e-05,58.51796
100,False,True,15000,0.0001,58.51796
100,False,True,15000,0.001,58.51796
100,False,True,15000,0.01,58.51796
100,False,True,15000,0.1,58.51796
100,False,True,20000,1e-05,58.51796
100,False,True,20000,0.0001,58.51796
100,False,True,20000,0.001,58.51796
100,False,True,20000,0.01,58.51796
100,False,True,20000,0.1,58.51796
100,False,False,500,1e-05,58.51796
100,False,False,500,0.0001,58.51796
100,False,False,500,0.001,58.51796
100,False,False,500,0.01,58.51796
100,False,False,500,0.1,58.51796
100,False,False,1000,1e-05,58.51796
100,False,False,1000,0.0001,58.51796
100,False,False,1000,0.001,58.51796
100,False,False,1000,0.01,58.51796
