N_estimators,Max_depth,Min_samples_split,Min_samples_leaf,max_features,Min_impurity_decrease,MMRE-
10,10,40,20,log2,0.1,18523.4391
10,10,40,20,log2,0.2,21202.6576
10,10,40,20,log2,0.3,21286.21916
10,20,2,1,50,0,4701.50332
10,20,2,1,50,0.1,12878.15578
10,20,2,1,50,0.2,21521.88334
10,20,2,1,50,0.3,21090.92154
10,20,2,1,sqrt,0,5637.87238
10,20,2,1,sqrt,0.1,17593.53608
10,20,2,1,sqrt,0.2,20823.9528
10,20,2,1,sqrt,0.3,20985.61532
10,20,2,1,log2,0,5079.96642
10,20,2,1,log2,0.1,19393.71906
10,20,2,1,log2,0.2,20995.54196
10,20,2,1,log2,0.3,21246.67882
10,20,2,5,50,0,1633.84018
10,20,2,5,50,0.1,13139.8922
10,20,2,5,50,0.2,20958.67232
10,20,2,5,50,0.3,21246.31306
10,20,2,5,sqrt,0,4925.61944
10,20,2,5,sqrt,0.1,19363.49792
10,20,2,5,sqrt,0.2,20915.86276
10,20,2,5,sqrt,0.3,20872.70394
10,20,2,5,log2,0,7670.35918
10,20,2,5,log2,0.1,18489.92016
10,20,2,5,log2,0.2,20812.8529
10,20,2,5,log2,0.3,20861.41504
10,20,2,10,50,0,3249.39558
10,20,2,10,50,0.1,12946.82578
10,20,2,10,50,0.2,20979.17168
10,20,2,10,50,0.3,21069.6796
10,20,2,10,sqrt,0,8674.28894
10,20,2,10,sqrt,0.1,19338.31982
10,20,2,10,sqrt,0.2,21208.97764
10,20,2,10,sqrt,0.3,20932.55212
10,20,2,10,log2,0,12288.15028
10,20,2,10,log2,0.1,19962.22208
10,20,2,10,log2,0.2,21111.42948
10,20,2,10,log2,0.3,20992.68194
10,20,2,20,50,0,2651.88026
10,20,2,20,50,0.1,12935.3655
10,20,2,20,50,0.2,21028.08202
10,20,2,20,50,0.3,21314.50002
10,20,2,20,sqrt,0,7736.57364
10,20,2,20,sqrt,0.1,16246.56508
10,20,2,20,sqrt,0.2,20806.3052
10,20,2,20,sqrt,0.3,20960.06428
10,20,2,20,log2,0,8156.23726
10,20,2,20,log2,0.1,18385.81454
10,20,2,20,log2,0.2,20680.50698
10,20,2,20,log2,0.3,20900.84608
10,20,6,1,50,0,2743.77668
10,20,6,1,50,0.1,13370.84858
10,20,6,1,50,0.2,21122.83318
10,20,6,1,50,0.3,21176.08476
10,20,6,1,sqrt,0,4761.56014
10,20,6,1,sqrt,0.1,17241.26044
10,20,6,1,sqrt,0.2,21456.32324
10,20,6,1,sqrt,0.3,20947.46802
10,20,6,1,log2,0,3327.79834
10,20,6,1,log2,0.1,19867.28054
10,20,6,1,log2,0.2,20975.93112
10,20,6,1,log2,0.3,20686.22644
10,20,6,5,50,0,2965.6224
10,20,6,5,50,0.1,13075.14136
10,20,6,5,50,0.2,21142.23862
10,20,6,5,50,0.3,21234.56506
10,20,6,5,sqrt,0,7013.96534
10,20,6,5,sqrt,0.1,18729.93218
10,20,6,5,sqrt,0.2,21053.22808
10,20,6,5,sqrt,0.3,21014.46692
10,20,6,5,log2,0,4996.44694
10,20,6,5,log2,0.1,17854.3549
10,20,6,5,log2,0.2,20886.59058
10,20,6,5,log2,0.3,21137.58162
10,20,6,10,50,0,2854.6726
10,20,6,10,50,0.1,13268.88532
10,20,6,10,50,0.2,20832.01786
10,20,6,10,50,0.3,21073.46808
10,20,6,10,sqrt,0,8440.16076
10,20,6,10,sqrt,0.1,19642.15276
10,20,6,10,sqrt,0.2,20885.39656
10,20,6,10,sqrt,0.3,21157.81912
10,20,6,10,log2,0,6139.66436
10,20,6,10,log2,0.1,20185.05668
10,20,6,10,log2,0.2,21261.27812
10,20,6,10,log2,0.3,20831.23298
10,20,6,20,50,0,2884.42846
10,20,6,20,50,0.1,13174.70956
10,20,6,20,50,0.2,20937.23456
10,20,6,20,50,0.3,21277.05952
10,20,6,20,sqrt,0,6452.16366
10,20,6,20,sqrt,0.1,18891.4169
10,20,6,20,sqrt,0.2,21212.01984
10,20,6,20,sqrt,0.3,21005.72378
10,20,6,20,log2,0,7508.95444
10,20,6,20,log2,0.1,18212.00352
10,20,6,20,log2,0.2,21022.05886
10,20,6,20,log2,0.3,21287.45926
10,20,10,1,50,0,3112.50222
10,20,10,1,50,0.1,12946.60394
10,20,10,1,50,0.2,20970.59414
10,20,10,1,50,0.3,20782.84712
10,20,10,1,sqrt,0,4436.74658
10,20,10,1,sqrt,0.1,18563.98006
10,20,10,1,sqrt,0.2,20817.06168
10,20,10,1,sqrt,0.3,21423.3151
10,20,10,1,log2,0,6537.96678
10,20,10,1,log2,0.1,17224.72334
10,20,10,1,log2,0.2,20972.82234
10,20,10,1,log2,0.3,20692.7737
10,20,10,5,50,0,3162.63002
10,20,10,5,50,0.1,13006.86252
10,20,10,5,50,0.2,20903.29176
10,20,10,5,50,0.3,21422.96606
10,20,10,5,sqrt,0,8547.33084
10,20,10,5,sqrt,0.1,18504.92284
10,20,10,5,sqrt,0.2,20963.76508
10,20,10,5,sqrt,0.3,21013.85132
10,20,10,5,log2,0,3290.58738
10,20,10,5,log2,0.1,20296.6885
10,20,10,5,log2,0.2,20787.68062
10,20,10,5,log2,0.3,21039.42692
10,20,10,10,50,0,2746.5876
10,20,10,10,50,0.1,13237.97532
10,20,10,10,50,0.2,21169.45654
10,20,10,10,50,0.3,21056.30692
10,20,10,10,sqrt,0,9631.06816
10,20,10,10,sqrt,0.1,17859.86674
10,20,10,10,sqrt,0.2,21365.97836
10,20,10,10,sqrt,0.3,21218.6293
10,20,10,10,log2,0,5489.69932
10,20,10,10,log2,0.1,17752.24788
10,20,10,10,log2,0.2,21345.27988
10,20,10,10,log2,0.3,20823.3576
10,20,10,20,50,0,2684.85474
10,20,10,20,50,0.1,13149.60626
10,20,10,20,50,0.2,21454.99376
10,20,10,20,50,0.3,21191.17898
10,20,10,20,sqrt,0,9281.59334
10,20,10,20,sqrt,0.1,19170.08854
10,20,10,20,sqrt,0.2,20738.33906
10,20,10,20,sqrt,0.3,21266.12408
10,20,10,20,log2,0,8224.97838
10,20,10,20,log2,0.1,19061.4462
10,20,10,20,log2,0.2,21191.11314
10,20,10,20,log2,0.3,20900.52478
10,20,20,1,50,0,2648.79088
10,20,20,1,50,0.1,12934.20654
10,20,20,1,50,0.2,20819.98292
10,20,20,1,50,0.3,21266.02282
10,20,20,1,sqrt,0,4162.125
10,20,20,1,sqrt,0.1,17769.0884
10,20,20,1,sqrt,0.2,20783.55296
10,20,20,1,sqrt,0.3,20753.71404
10,20,20,1,log2,0,6056.3309
10,20,20,1,log2,0.1,18344.91986
10,20,20,1,log2,0.2,21101.13772
10,20,20,1,log2,0.3,20884.85452
10,20,20,5,50,0,2765.60048
10,20,20,5,50,0.1,13243.58564
10,20,20,5,50,0.2,21144.27804
10,20,20,5,50,0.3,21275.6494
10,20,20,5,sqrt,0,6284.54218
10,20,20,5,sqrt,0.1,17263.6827
10,20,20,5,sqrt,0.2,21145.62686
10,20,20,5,sqrt,0.3,21256.0975
10,20,20,5,log2,0,11698.48738
10,20,20,5,log2,0.1,16200.66312
10,20,20,5,log2,0.2,21440.4662
10,20,20,5,log2,0.3,21061.83186
10,20,20,10,50,0,2678.8698
