alpha,fit_intercept,copy_X,max_iter,tol,solver,MMRE-
0.001,False,False,15000,0.0001,saga,9.030299999999999
0.001,False,False,15000,0.001,auto,8.6786
0.001,False,False,15000,0.001,svd,8.6786
0.001,False,False,15000,0.001,cholesky,8.6786
0.001,False,False,15000,0.001,lsqr,8.852100000000002
0.001,False,False,15000,0.001,sparse_cg,9.725739999999998
0.001,False,False,15000,0.001,sag,9.652539999999998
0.001,False,False,15000,0.001,saga,9.931299999999998
0.001,False,False,15000,0.01,auto,8.6786
0.001,False,False,15000,0.01,svd,8.6786
0.001,False,False,15000,0.01,cholesky,8.6786
0.001,False,False,15000,0.01,lsqr,13.264320000000001
0.001,False,False,15000,0.01,sparse_cg,15.0203
0.001,False,False,15000,0.01,sag,12.04228
0.001,False,False,15000,0.01,saga,14.411660000000001
0.001,False,False,15000,0.1,auto,8.6786
0.001,False,False,15000,0.1,svd,8.6786
0.001,False,False,15000,0.1,cholesky,8.6786
0.001,False,False,15000,0.1,lsqr,28.43476
0.001,False,False,15000,0.1,sparse_cg,49.917139999999996
0.001,False,False,15000,0.1,sag,15.664079999999998
0.001,False,False,15000,0.1,saga,18.83204
0.001,False,False,20000,0.0001,auto,8.6786
0.001,False,False,20000,0.0001,svd,8.6786
0.001,False,False,20000,0.0001,cholesky,8.6786
0.001,False,False,20000,0.0001,lsqr,8.68862
0.001,False,False,20000,0.0001,sparse_cg,8.852100000000002
0.001,False,False,20000,0.0001,sag,8.8702
0.001,False,False,20000,0.0001,saga,9.03026
0.001,False,False,20000,0.001,auto,8.6786
0.001,False,False,20000,0.001,svd,8.6786
0.001,False,False,20000,0.001,cholesky,8.6786
0.001,False,False,20000,0.001,lsqr,8.852100000000002
0.001,False,False,20000,0.001,sparse_cg,9.725739999999998
0.001,False,False,20000,0.001,sag,9.652
0.001,False,False,20000,0.001,saga,9.93088
0.001,False,False,20000,0.01,auto,8.6786
0.001,False,False,20000,0.01,svd,8.6786
0.001,False,False,20000,0.01,cholesky,8.6786
0.001,False,False,20000,0.01,lsqr,13.264320000000001
0.001,False,False,20000,0.01,sparse_cg,15.0203
0.001,False,False,20000,0.01,sag,12.04438
0.001,False,False,20000,0.01,saga,14.418079999999998
0.001,False,False,20000,0.1,auto,8.6786
0.001,False,False,20000,0.1,svd,8.6786
0.001,False,False,20000,0.1,cholesky,8.6786
0.001,False,False,20000,0.1,lsqr,28.43476
0.001,False,False,20000,0.1,sparse_cg,49.917139999999996
0.001,False,False,20000,0.1,sag,16.1743
0.001,False,False,20000,0.1,saga,18.821260000000002
0.001,False,False,50000,0.0001,auto,8.6786
0.001,False,False,50000,0.0001,svd,8.6786
0.001,False,False,50000,0.0001,cholesky,8.6786
0.001,False,False,50000,0.0001,lsqr,8.68862
0.001,False,False,50000,0.0001,sparse_cg,8.852100000000002
0.001,False,False,50000,0.0001,sag,8.87016
0.001,False,False,50000,0.0001,saga,9.030199999999999
0.001,False,False,50000,0.001,auto,8.6786
0.001,False,False,50000,0.001,svd,8.6786
0.001,False,False,50000,0.001,cholesky,8.6786
0.001,False,False,50000,0.001,lsqr,8.852100000000002
0.001,False,False,50000,0.001,sparse_cg,9.725739999999998
0.001,False,False,50000,0.001,sag,9.6523
0.001,False,False,50000,0.001,saga,9.93102
0.001,False,False,50000,0.01,auto,8.6786
0.001,False,False,50000,0.01,svd,8.6786
0.001,False,False,50000,0.01,cholesky,8.6786
0.001,False,False,50000,0.01,lsqr,13.264320000000001
0.001,False,False,50000,0.01,sparse_cg,15.0203
0.001,False,False,50000,0.01,sag,12.043880000000001
0.001,False,False,50000,0.01,saga,14.41376
0.001,False,False,50000,0.1,auto,8.6786
0.001,False,False,50000,0.1,svd,8.6786
0.001,False,False,50000,0.1,cholesky,8.6786
0.001,False,False,50000,0.1,lsqr,28.43476
0.001,False,False,50000,0.1,sparse_cg,49.917139999999996
0.001,False,False,50000,0.1,sag,15.695359999999999
0.001,False,False,50000,0.1,saga,18.92452
0.01,True,True,5000,0.0001,auto,8.3073
0.01,True,True,5000,0.0001,svd,8.3073
0.01,True,True,5000,0.0001,cholesky,8.3073
0.01,True,True,5000,0.0001,lsqr,8.64706
0.01,True,True,5000,0.0001,sparse_cg,8.42702
0.01,True,True,5000,0.0001,sag,8.7874
0.01,True,True,5000,0.0001,saga,8.88052
0.01,True,True,5000,0.001,auto,8.3073
0.01,True,True,5000,0.001,svd,8.3073
0.01,True,True,5000,0.001,cholesky,8.3073
0.01,True,True,5000,0.001,lsqr,8.88686
0.01,True,True,5000,0.001,sparse_cg,8.673460000000002
0.01,True,True,5000,0.001,sag,9.16126
0.01,True,True,5000,0.001,saga,9.32782
0.01,True,True,5000,0.01,auto,8.3073
0.01,True,True,5000,0.01,svd,8.3073
0.01,True,True,5000,0.01,cholesky,8.3073
0.01,True,True,5000,0.01,lsqr,9.768360000000001
0.01,True,True,5000,0.01,sparse_cg,8.971300000000001
0.01,True,True,5000,0.01,sag,9.59944
0.01,True,True,5000,0.01,saga,9.657900000000001
0.01,True,True,5000,0.1,auto,8.3073
0.01,True,True,5000,0.1,svd,8.3073
0.01,True,True,5000,0.1,cholesky,8.3073
0.01,True,True,5000,0.1,lsqr,9.9298
0.01,True,True,5000,0.1,sparse_cg,9.782700000000002
0.01,True,True,5000,0.1,sag,9.73856
0.01,True,True,5000,0.1,saga,9.75842
0.01,True,True,15000,0.0001,auto,8.3073
0.01,True,True,15000,0.0001,svd,8.3073
0.01,True,True,15000,0.0001,cholesky,8.3073
0.01,True,True,15000,0.0001,lsqr,8.64706
0.01,True,True,15000,0.0001,sparse_cg,8.42702
0.01,True,True,15000,0.0001,sag,8.768600000000001
0.01,True,True,15000,0.0001,saga,8.86066
0.01,True,True,15000,0.001,auto,8.3073
0.01,True,True,15000,0.001,svd,8.3073
0.01,True,True,15000,0.001,cholesky,8.3073
0.01,True,True,15000,0.001,lsqr,8.88686
0.01,True,True,15000,0.001,sparse_cg,8.673460000000002
0.01,True,True,15000,0.001,sag,9.16122
0.01,True,True,15000,0.001,saga,9.327760000000001
0.01,True,True,15000,0.01,auto,8.3073
0.01,True,True,15000,0.01,svd,8.3073
0.01,True,True,15000,0.01,cholesky,8.3073
0.01,True,True,15000,0.01,lsqr,9.768360000000001
0.01,True,True,15000,0.01,sparse_cg,8.971300000000001
0.01,True,True,15000,0.01,sag,9.59958
0.01,True,True,15000,0.01,saga,9.65798
0.01,True,True,15000,0.1,auto,8.3073
0.01,True,True,15000,0.1,svd,8.3073
0.01,True,True,15000,0.1,cholesky,8.3073
0.01,True,True,15000,0.1,lsqr,9.9298
0.01,True,True,15000,0.1,sparse_cg,9.782700000000002
0.01,True,True,15000,0.1,sag,9.743260000000001
0.01,True,True,15000,0.1,saga,9.7577
0.01,True,True,20000,0.0001,auto,8.3073
0.01,True,True,20000,0.0001,svd,8.3073
0.01,True,True,20000,0.0001,cholesky,8.3073
0.01,True,True,20000,0.0001,lsqr,8.64706
0.01,True,True,20000,0.0001,sparse_cg,8.42702
0.01,True,True,20000,0.0001,sag,8.76862
0.01,True,True,20000,0.0001,saga,8.86064
0.01,True,True,20000,0.001,auto,8.3073
0.01,True,True,20000,0.001,svd,8.3073
0.01,True,True,20000,0.001,cholesky,8.3073
0.01,True,True,20000,0.001,lsqr,8.88686
0.01,True,True,20000,0.001,sparse_cg,8.673460000000002
0.01,True,True,20000,0.001,sag,9.16122
0.01,True,True,20000,0.001,saga,9.32782
0.01,True,True,20000,0.01,auto,8.3073
0.01,True,True,20000,0.01,svd,8.3073
0.01,True,True,20000,0.01,cholesky,8.3073
0.01,True,True,20000,0.01,lsqr,9.768360000000001
0.01,True,True,20000,0.01,sparse_cg,8.971300000000001
0.01,True,True,20000,0.01,sag,9.59936
0.01,True,True,20000,0.01,saga,9.6577
0.01,True,True,20000,0.1,auto,8.3073
0.01,True,True,20000,0.1,svd,8.3073
0.01,True,True,20000,0.1,cholesky,8.3073
0.01,True,True,20000,0.1,lsqr,9.9298
0.01,True,True,20000,0.1,sparse_cg,9.782700000000002
0.01,True,True,20000,0.1,sag,9.737060000000001
0.01,True,True,20000,0.1,saga,9.75576
0.01,True,True,50000,0.0001,auto,8.3073
0.01,True,True,50000,0.0001,svd,8.3073
0.01,True,True,50000,0.0001,cholesky,8.3073
0.01,True,True,50000,0.0001,lsqr,8.64706
0.01,True,True,50000,0.0001,sparse_cg,8.42702
0.01,True,True,50000,0.0001,sag,8.76862
0.01,True,True,50000,0.0001,saga,8.86064
0.01,True,True,50000,0.001,auto,8.3073
0.01,True,True,50000,0.001,svd,8.3073
0.01,True,True,50000,0.001,cholesky,8.3073
0.01,True,True,50000,0.001,lsqr,8.88686
