n_estimators,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,min_impurity_decrease,error
100,squared_error,30.0,6,5,sqrt,0.0,0.082
100,squared_error,30.0,6,5,sqrt,0.1,0.086
100,squared_error,30.0,6,5,sqrt,0.2,0.084
100,squared_error,30.0,6,5,sqrt,0.3,0.086
100,squared_error,30.0,6,5,log2,0.0,0.086
100,squared_error,30.0,6,5,log2,0.1,0.082
100,squared_error,30.0,6,5,log2,0.2,0.088
100,squared_error,30.0,6,5,log2,0.3,0.086
100,squared_error,30.0,6,10,NoneValue,0.0,0.07
100,squared_error,30.0,6,10,NoneValue,0.1,0.066
100,squared_error,30.0,6,10,NoneValue,0.2,0.068
100,squared_error,30.0,6,10,NoneValue,0.3,0.068
100,squared_error,30.0,6,10,sqrt,0.0,0.118
100,squared_error,30.0,6,10,sqrt,0.1,0.1159999999999999
100,squared_error,30.0,6,10,sqrt,0.2,0.1159999999999999
100,squared_error,30.0,6,10,sqrt,0.3,0.1119999999999999
100,squared_error,30.0,6,10,log2,0.0,0.1159999999999999
100,squared_error,30.0,6,10,log2,0.1,0.1139999999999999
100,squared_error,30.0,6,10,log2,0.2,0.1139999999999999
100,squared_error,30.0,6,10,log2,0.3,0.1119999999999999
100,squared_error,30.0,6,20,NoneValue,0.0,0.146
100,squared_error,30.0,6,20,NoneValue,0.1,0.15
100,squared_error,30.0,6,20,NoneValue,0.2,0.148
100,squared_error,30.0,6,20,NoneValue,0.3,0.148
100,squared_error,30.0,6,20,sqrt,0.0,0.156
100,squared_error,30.0,6,20,sqrt,0.1,0.154
100,squared_error,30.0,6,20,sqrt,0.2,0.154
100,squared_error,30.0,6,20,sqrt,0.3,0.154
100,squared_error,30.0,6,20,log2,0.0,0.154
100,squared_error,30.0,6,20,log2,0.1,0.158
100,squared_error,30.0,6,20,log2,0.2,0.156
100,squared_error,30.0,6,20,log2,0.3,0.15
100,squared_error,30.0,10,1,NoneValue,0.0,0.032
100,squared_error,30.0,10,1,NoneValue,0.1,0.032
100,squared_error,30.0,10,1,NoneValue,0.2,0.032
100,squared_error,30.0,10,1,NoneValue,0.3,0.032
100,squared_error,30.0,10,1,sqrt,0.0,0.082
100,squared_error,30.0,10,1,sqrt,0.1,0.076
100,squared_error,30.0,10,1,sqrt,0.2,0.08
100,squared_error,30.0,10,1,sqrt,0.3,0.082
100,squared_error,30.0,10,1,log2,0.0,0.08
100,squared_error,30.0,10,1,log2,0.1,0.078
100,squared_error,30.0,10,1,log2,0.2,0.084
100,squared_error,30.0,10,1,log2,0.3,0.074
100,squared_error,30.0,10,5,NoneValue,0.0,0.032
100,squared_error,30.0,10,5,NoneValue,0.1,0.032
100,squared_error,30.0,10,5,NoneValue,0.2,0.032
100,squared_error,30.0,10,5,NoneValue,0.3,0.032
100,squared_error,30.0,10,5,sqrt,0.0,0.086
100,squared_error,30.0,10,5,sqrt,0.1,0.084
100,squared_error,30.0,10,5,sqrt,0.2,0.086
100,squared_error,30.0,10,5,sqrt,0.3,0.084
100,squared_error,30.0,10,5,log2,0.0,0.086
100,squared_error,30.0,10,5,log2,0.1,0.088
100,squared_error,30.0,10,5,log2,0.2,0.088
100,squared_error,30.0,10,5,log2,0.3,0.084
100,squared_error,30.0,10,10,NoneValue,0.0,0.07
100,squared_error,30.0,10,10,NoneValue,0.1,0.07
100,squared_error,30.0,10,10,NoneValue,0.2,0.068
100,squared_error,30.0,10,10,NoneValue,0.3,0.07
100,squared_error,30.0,10,10,sqrt,0.0,0.1139999999999999
100,squared_error,30.0,10,10,sqrt,0.1,0.1159999999999999
100,squared_error,30.0,10,10,sqrt,0.2,0.1159999999999999
100,squared_error,30.0,10,10,sqrt,0.3,0.118
100,squared_error,30.0,10,10,log2,0.0,0.1159999999999999
100,squared_error,30.0,10,10,log2,0.1,0.118
100,squared_error,30.0,10,10,log2,0.2,0.1139999999999999
100,squared_error,30.0,10,10,log2,0.3,0.118
100,squared_error,30.0,10,20,NoneValue,0.0,0.15
100,squared_error,30.0,10,20,NoneValue,0.1,0.148
100,squared_error,30.0,10,20,NoneValue,0.2,0.148
100,squared_error,30.0,10,20,NoneValue,0.3,0.146
100,squared_error,30.0,10,20,sqrt,0.0,0.154
100,squared_error,30.0,10,20,sqrt,0.1,0.152
100,squared_error,30.0,10,20,sqrt,0.2,0.152
100,squared_error,30.0,10,20,sqrt,0.3,0.16
100,squared_error,30.0,10,20,log2,0.0,0.152
100,squared_error,30.0,10,20,log2,0.1,0.16
100,squared_error,30.0,10,20,log2,0.2,0.15
100,squared_error,30.0,10,20,log2,0.3,0.154
100,squared_error,30.0,20,1,NoneValue,0.0,0.0579999999999999
100,squared_error,30.0,20,1,NoneValue,0.1,0.056
100,squared_error,30.0,20,1,NoneValue,0.2,0.0579999999999999
100,squared_error,30.0,20,1,NoneValue,0.3,0.0579999999999999
100,squared_error,30.0,20,1,sqrt,0.0,0.102
100,squared_error,30.0,20,1,sqrt,0.1,0.106
100,squared_error,30.0,20,1,sqrt,0.2,0.106
100,squared_error,30.0,20,1,sqrt,0.3,0.108
100,squared_error,30.0,20,1,log2,0.0,0.11
100,squared_error,30.0,20,1,log2,0.1,0.108
100,squared_error,30.0,20,1,log2,0.2,0.106
100,squared_error,30.0,20,1,log2,0.3,0.1099999999999999
100,squared_error,30.0,20,5,NoneValue,0.0,0.0579999999999999
100,squared_error,30.0,20,5,NoneValue,0.1,0.0579999999999999
100,squared_error,30.0,20,5,NoneValue,0.2,0.0559999999999999
100,squared_error,30.0,20,5,NoneValue,0.3,0.0579999999999999
100,squared_error,30.0,20,5,sqrt,0.0,0.106
100,squared_error,30.0,20,5,sqrt,0.1,0.108
100,squared_error,30.0,20,5,sqrt,0.2,0.106
100,squared_error,30.0,20,5,sqrt,0.3,0.102
100,squared_error,30.0,20,5,log2,0.0,0.1
100,squared_error,30.0,20,5,log2,0.1,0.106
100,squared_error,30.0,20,5,log2,0.2,0.1079999999999999
100,squared_error,30.0,20,5,log2,0.3,0.106
100,squared_error,30.0,20,10,NoneValue,0.0,0.068
100,squared_error,30.0,20,10,NoneValue,0.1,0.072
100,squared_error,30.0,20,10,NoneValue,0.2,0.068
100,squared_error,30.0,20,10,NoneValue,0.3,0.066
100,squared_error,30.0,20,10,sqrt,0.0,0.112
100,squared_error,30.0,20,10,sqrt,0.1,0.1159999999999999
100,squared_error,30.0,20,10,sqrt,0.2,0.1139999999999999
100,squared_error,30.0,20,10,sqrt,0.3,0.118
100,squared_error,30.0,20,10,log2,0.0,0.12
100,squared_error,30.0,20,10,log2,0.1,0.118
100,squared_error,30.0,20,10,log2,0.2,0.122
100,squared_error,30.0,20,10,log2,0.3,0.1159999999999999
100,squared_error,30.0,20,20,NoneValue,0.0,0.148
100,squared_error,30.0,20,20,NoneValue,0.1,0.146
100,squared_error,30.0,20,20,NoneValue,0.2,0.148
100,squared_error,30.0,20,20,NoneValue,0.3,0.146
100,squared_error,30.0,20,20,sqrt,0.0,0.154
100,squared_error,30.0,20,20,sqrt,0.1,0.152
100,squared_error,30.0,20,20,sqrt,0.2,0.152
100,squared_error,30.0,20,20,sqrt,0.3,0.152
100,squared_error,30.0,20,20,log2,0.0,0.156
100,squared_error,30.0,20,20,log2,0.1,0.15
100,squared_error,30.0,20,20,log2,0.2,0.158
100,squared_error,30.0,20,20,log2,0.3,0.156
100,squared_error,30.0,40,1,NoneValue,0.0,0.13
100,squared_error,30.0,40,1,NoneValue,0.1,0.128
100,squared_error,30.0,40,1,NoneValue,0.2,0.128
100,squared_error,30.0,40,1,NoneValue,0.3,0.128
100,squared_error,30.0,40,1,sqrt,0.0,0.144
100,squared_error,30.0,40,1,sqrt,0.1,0.138
100,squared_error,30.0,40,1,sqrt,0.2,0.142
100,squared_error,30.0,40,1,sqrt,0.3,0.142
100,squared_error,30.0,40,1,log2,0.0,0.14
100,squared_error,30.0,40,1,log2,0.1,0.144
100,squared_error,30.0,40,1,log2,0.2,0.138
100,squared_error,30.0,40,1,log2,0.3,0.14
100,squared_error,30.0,40,5,NoneValue,0.0,0.126
100,squared_error,30.0,40,5,NoneValue,0.1,0.128
100,squared_error,30.0,40,5,NoneValue,0.2,0.128
100,squared_error,30.0,40,5,NoneValue,0.3,0.128
100,squared_error,30.0,40,5,sqrt,0.0,0.142
100,squared_error,30.0,40,5,sqrt,0.1,0.14
100,squared_error,30.0,40,5,sqrt,0.2,0.138
100,squared_error,30.0,40,5,sqrt,0.3,0.136
100,squared_error,30.0,40,5,log2,0.0,0.136
100,squared_error,30.0,40,5,log2,0.1,0.138
100,squared_error,30.0,40,5,log2,0.2,0.138
100,squared_error,30.0,40,5,log2,0.3,0.142
100,squared_error,30.0,40,10,NoneValue,0.0,0.124
100,squared_error,30.0,40,10,NoneValue,0.1,0.126
100,squared_error,30.0,40,10,NoneValue,0.2,0.126
100,squared_error,30.0,40,10,NoneValue,0.3,0.13
100,squared_error,30.0,40,10,sqrt,0.0,0.144
100,squared_error,30.0,40,10,sqrt,0.1,0.138
100,squared_error,30.0,40,10,sqrt,0.2,0.142
100,squared_error,30.0,40,10,sqrt,0.3,0.14
100,squared_error,30.0,40,10,log2,0.0,0.142
100,squared_error,30.0,40,10,log2,0.1,0.142
100,squared_error,30.0,40,10,log2,0.2,0.146
100,squared_error,30.0,40,10,log2,0.3,0.142
100,squared_error,30.0,40,20,NoneValue,0.0,0.148
100,squared_error,30.0,40,20,NoneValue,0.1,0.144
100,squared_error,30.0,40,20,NoneValue,0.2,0.144
100,squared_error,30.0,40,20,NoneValue,0.3,0.142
100,squared_error,30.0,40,20,sqrt,0.0,0.16
100,squared_error,30.0,40,20,sqrt,0.1,0.156
100,squared_error,30.0,40,20,sqrt,0.2,0.152
100,squared_error,30.0,40,20,sqrt,0.3,0.156
100,squared_error,30.0,40,20,log2,0.0,0.16
100,squared_error,30.0,40,20,log2,0.1,0.154
100,squared_error,30.0,40,20,log2,0.2,0.152
100,squared_error,30.0,40,20,log2,0.3,0.156
100,squared_error,NoneValue,2,1,NoneValue,0.0,0.03
100,squared_error,NoneValue,2,1,NoneValue,0.1,0.03
100,squared_error,NoneValue,2,1,NoneValue,0.2,0.03
100,squared_error,NoneValue,2,1,NoneValue,0.3,0.03
100,squared_error,NoneValue,2,1,sqrt,0.0,0.052
100,squared_error,NoneValue,2,1,sqrt,0.1,0.048
100,squared_error,NoneValue,2,1,sqrt,0.2,0.046
100,squared_error,NoneValue,2,1,sqrt,0.3,0.05
100,squared_error,NoneValue,2,1,log2,0.0,0.048
100,squared_error,NoneValue,2,1,log2,0.1,0.046
100,squared_error,NoneValue,2,1,log2,0.2,0.046
100,squared_error,NoneValue,2,1,log2,0.3,0.046
100,squared_error,NoneValue,2,5,NoneValue,0.0,0.032
100,squared_error,NoneValue,2,5,NoneValue,0.1,0.032
100,squared_error,NoneValue,2,5,NoneValue,0.2,0.032
100,squared_error,NoneValue,2,5,NoneValue,0.3,0.032
100,squared_error,NoneValue,2,5,sqrt,0.0,0.088
100,squared_error,NoneValue,2,5,sqrt,0.1,0.088
100,squared_error,NoneValue,2,5,sqrt,0.2,0.088
100,squared_error,NoneValue,2,5,sqrt,0.3,0.086
100,squared_error,NoneValue,2,5,log2,0.0,0.084
100,squared_error,NoneValue,2,5,log2,0.1,0.088
100,squared_error,NoneValue,2,5,log2,0.2,0.088
100,squared_error,NoneValue,2,5,log2,0.3,0.086
100,squared_error,NoneValue,2,10,NoneValue,0.0,0.068
100,squared_error,NoneValue,2,10,NoneValue,0.1,0.068
100,squared_error,NoneValue,2,10,NoneValue,0.2,0.068
100,squared_error,NoneValue,2,10,NoneValue,0.3,0.07
100,squared_error,NoneValue,2,10,sqrt,0.0,0.118
100,squared_error,NoneValue,2,10,sqrt,0.1,0.118
100,squared_error,NoneValue,2,10,sqrt,0.2,0.12
100,squared_error,NoneValue,2,10,sqrt,0.3,0.118
100,squared_error,NoneValue,2,10,log2,0.0,0.1139999999999999
100,squared_error,NoneValue,2,10,log2,0.1,0.12
100,squared_error,NoneValue,2,10,log2,0.2,0.1139999999999999
100,squared_error,NoneValue,2,10,log2,0.3,0.118
100,squared_error,NoneValue,2,20,NoneValue,0.0,0.146
100,squared_error,NoneValue,2,20,NoneValue,0.1,0.146
100,squared_error,NoneValue,2,20,NoneValue,0.2,0.148
100,squared_error,NoneValue,2,20,NoneValue,0.3,0.148
100,squared_error,NoneValue,2,20,sqrt,0.0,0.158
100,squared_error,NoneValue,2,20,sqrt,0.1,0.152
100,squared_error,NoneValue,2,20,sqrt,0.2,0.154
100,squared_error,NoneValue,2,20,sqrt,0.3,0.158
100,squared_error,NoneValue,2,20,log2,0.0,0.156
100,squared_error,NoneValue,2,20,log2,0.1,0.162
100,squared_error,NoneValue,2,20,log2,0.2,0.154
100,squared_error,NoneValue,2,20,log2,0.3,0.152
100,squared_error,NoneValue,6,1,NoneValue,0.0,0.032
100,squared_error,NoneValue,6,1,NoneValue,0.1,0.03
100,squared_error,NoneValue,6,1,NoneValue,0.2,0.032
100,squared_error,NoneValue,6,1,NoneValue,0.3,0.032
100,squared_error,NoneValue,6,1,sqrt,0.0,0.064
100,squared_error,NoneValue,6,1,sqrt,0.1,0.064
100,squared_error,NoneValue,6,1,sqrt,0.2,0.064
100,squared_error,NoneValue,6,1,sqrt,0.3,0.064
100,squared_error,NoneValue,6,1,log2,0.0,0.064
100,squared_error,NoneValue,6,1,log2,0.1,0.06
100,squared_error,NoneValue,6,1,log2,0.2,0.064
100,squared_error,NoneValue,6,1,log2,0.3,0.064
100,squared_error,NoneValue,6,5,NoneValue,0.0,0.032
100,squared_error,NoneValue,6,5,NoneValue,0.1,0.032
100,squared_error,NoneValue,6,5,NoneValue,0.2,0.032
100,squared_error,NoneValue,6,5,NoneValue,0.3,0.032
100,squared_error,NoneValue,6,5,sqrt,0.0,0.086
100,squared_error,NoneValue,6,5,sqrt,0.1,0.09
100,squared_error,NoneValue,6,5,sqrt,0.2,0.084
100,squared_error,NoneValue,6,5,sqrt,0.3,0.086
100,squared_error,NoneValue,6,5,log2,0.0,0.084
100,squared_error,NoneValue,6,5,log2,0.1,0.086
100,squared_error,NoneValue,6,5,log2,0.2,0.084
100,squared_error,NoneValue,6,5,log2,0.3,0.086
100,squared_error,NoneValue,6,10,NoneValue,0.0,0.068
100,squared_error,NoneValue,6,10,NoneValue,0.1,0.068
100,squared_error,NoneValue,6,10,NoneValue,0.2,0.066
100,squared_error,NoneValue,6,10,NoneValue,0.3,0.068
100,squared_error,NoneValue,6,10,sqrt,0.0,0.1119999999999999
100,squared_error,NoneValue,6,10,sqrt,0.1,0.118
100,squared_error,NoneValue,6,10,sqrt,0.2,0.118
100,squared_error,NoneValue,6,10,sqrt,0.3,0.1159999999999999
100,squared_error,NoneValue,6,10,log2,0.0,0.112
100,squared_error,NoneValue,6,10,log2,0.1,0.118
100,squared_error,NoneValue,6,10,log2,0.2,0.1119999999999999
100,squared_error,NoneValue,6,10,log2,0.3,0.1139999999999999
100,squared_error,NoneValue,6,20,NoneValue,0.0,0.146
100,squared_error,NoneValue,6,20,NoneValue,0.1,0.148
100,squared_error,NoneValue,6,20,NoneValue,0.2,0.146
100,squared_error,NoneValue,6,20,NoneValue,0.3,0.15
100,squared_error,NoneValue,6,20,sqrt,0.0,0.158
100,squared_error,NoneValue,6,20,sqrt,0.1,0.154
100,squared_error,NoneValue,6,20,sqrt,0.2,0.154
100,squared_error,NoneValue,6,20,sqrt,0.3,0.152
100,squared_error,NoneValue,6,20,log2,0.0,0.15
100,squared_error,NoneValue,6,20,log2,0.1,0.156
100,squared_error,NoneValue,6,20,log2,0.2,0.154
100,squared_error,NoneValue,6,20,log2,0.3,0.152
100,squared_error,NoneValue,10,1,NoneValue,0.0,0.032
100,squared_error,NoneValue,10,1,NoneValue,0.1,0.032
100,squared_error,NoneValue,10,1,NoneValue,0.2,0.032
100,squared_error,NoneValue,10,1,NoneValue,0.3,0.032
100,squared_error,NoneValue,10,1,sqrt,0.0,0.08
100,squared_error,NoneValue,10,1,sqrt,0.1,0.076
100,squared_error,NoneValue,10,1,sqrt,0.2,0.076
100,squared_error,NoneValue,10,1,sqrt,0.3,0.072
100,squared_error,NoneValue,10,1,log2,0.0,0.08
100,squared_error,NoneValue,10,1,log2,0.1,0.078
100,squared_error,NoneValue,10,1,log2,0.2,0.082
100,squared_error,NoneValue,10,1,log2,0.3,0.078
100,squared_error,NoneValue,10,5,NoneValue,0.0,0.032
100,squared_error,NoneValue,10,5,NoneValue,0.1,0.032
100,squared_error,NoneValue,10,5,NoneValue,0.2,0.032
100,squared_error,NoneValue,10,5,NoneValue,0.3,0.032
100,squared_error,NoneValue,10,5,sqrt,0.0,0.088
100,squared_error,NoneValue,10,5,sqrt,0.1,0.088
100,squared_error,NoneValue,10,5,sqrt,0.2,0.084
100,squared_error,NoneValue,10,5,sqrt,0.3,0.0839999999999999
100,squared_error,NoneValue,10,5,log2,0.0,0.09
100,squared_error,NoneValue,10,5,log2,0.1,0.086
100,squared_error,NoneValue,10,5,log2,0.2,0.09
100,squared_error,NoneValue,10,5,log2,0.3,0.086
100,squared_error,NoneValue,10,10,NoneValue,0.0,0.068
100,squared_error,NoneValue,10,10,NoneValue,0.1,0.07
100,squared_error,NoneValue,10,10,NoneValue,0.2,0.068
100,squared_error,NoneValue,10,10,NoneValue,0.3,0.066
100,squared_error,NoneValue,10,10,sqrt,0.0,0.1159999999999999
100,squared_error,NoneValue,10,10,sqrt,0.1,0.1139999999999999
100,squared_error,NoneValue,10,10,sqrt,0.2,0.12
100,squared_error,NoneValue,10,10,sqrt,0.3,0.1159999999999999
100,squared_error,NoneValue,10,10,log2,0.0,0.1159999999999999
100,squared_error,NoneValue,10,10,log2,0.1,0.1119999999999999
100,squared_error,NoneValue,10,10,log2,0.2,0.118
100,squared_error,NoneValue,10,10,log2,0.3,0.1159999999999999
100,squared_error,NoneValue,10,20,NoneValue,0.0,0.146
100,squared_error,NoneValue,10,20,NoneValue,0.1,0.148
100,squared_error,NoneValue,10,20,NoneValue,0.2,0.144
100,squared_error,NoneValue,10,20,NoneValue,0.3,0.148
100,squared_error,NoneValue,10,20,sqrt,0.0,0.152
100,squared_error,NoneValue,10,20,sqrt,0.1,0.152
100,squared_error,NoneValue,10,20,sqrt,0.2,0.156
100,squared_error,NoneValue,10,20,sqrt,0.3,0.16
100,squared_error,NoneValue,10,20,log2,0.0,0.154
100,squared_error,NoneValue,10,20,log2,0.1,0.154
100,squared_error,NoneValue,10,20,log2,0.2,0.154
100,squared_error,NoneValue,10,20,log2,0.3,0.158
100,squared_error,NoneValue,20,1,NoneValue,0.0,0.0579999999999999
100,squared_error,NoneValue,20,1,NoneValue,0.1,0.056
100,squared_error,NoneValue,20,1,NoneValue,0.2,0.056
100,squared_error,NoneValue,20,1,NoneValue,0.3,0.0579999999999999
100,squared_error,NoneValue,20,1,sqrt,0.0,0.104
100,squared_error,NoneValue,20,1,sqrt,0.1,0.1079999999999999
100,squared_error,NoneValue,20,1,sqrt,0.2,0.106
100,squared_error,NoneValue,20,1,sqrt,0.3,0.104
100,squared_error,NoneValue,20,1,log2,0.0,0.108
100,squared_error,NoneValue,20,1,log2,0.1,0.108
100,squared_error,NoneValue,20,1,log2,0.2,0.104
100,squared_error,NoneValue,20,1,log2,0.3,0.106
100,squared_error,NoneValue,20,5,NoneValue,0.0,0.0579999999999999
100,squared_error,NoneValue,20,5,NoneValue,0.1,0.0579999999999999
100,squared_error,NoneValue,20,5,NoneValue,0.2,0.0579999999999999
100,squared_error,NoneValue,20,5,NoneValue,0.3,0.0579999999999999
100,squared_error,NoneValue,20,5,sqrt,0.0,0.104
100,squared_error,NoneValue,20,5,sqrt,0.1,0.108
100,squared_error,NoneValue,20,5,sqrt,0.2,0.1079999999999999
100,squared_error,NoneValue,20,5,sqrt,0.3,0.106
100,squared_error,NoneValue,20,5,log2,0.0,0.1099999999999999
100,squared_error,NoneValue,20,5,log2,0.1,0.108
100,squared_error,NoneValue,20,5,log2,0.2,0.106
100,squared_error,NoneValue,20,5,log2,0.3,0.108
100,squared_error,NoneValue,20,10,NoneValue,0.0,0.068
100,squared_error,NoneValue,20,10,NoneValue,0.1,0.068
100,squared_error,NoneValue,20,10,NoneValue,0.2,0.07
100,squared_error,NoneValue,20,10,NoneValue,0.3,0.07
100,squared_error,NoneValue,20,10,sqrt,0.0,0.1139999999999999
100,squared_error,NoneValue,20,10,sqrt,0.1,0.1139999999999999
100,squared_error,NoneValue,20,10,sqrt,0.2,0.12
100,squared_error,NoneValue,20,10,sqrt,0.3,0.1159999999999999
100,squared_error,NoneValue,20,10,log2,0.0,0.112
100,squared_error,NoneValue,20,10,log2,0.1,0.118
100,squared_error,NoneValue,20,10,log2,0.2,0.1119999999999999
100,squared_error,NoneValue,20,10,log2,0.3,0.1159999999999999
100,squared_error,NoneValue,20,20,NoneValue,0.0,0.148
100,squared_error,NoneValue,20,20,NoneValue,0.1,0.148
100,squared_error,NoneValue,20,20,NoneValue,0.2,0.146
100,squared_error,NoneValue,20,20,NoneValue,0.3,0.148
100,squared_error,NoneValue,20,20,sqrt,0.0,0.152
100,squared_error,NoneValue,20,20,sqrt,0.1,0.154
100,squared_error,NoneValue,20,20,sqrt,0.2,0.16
100,squared_error,NoneValue,20,20,sqrt,0.3,0.15
100,squared_error,NoneValue,20,20,log2,0.0,0.15
100,squared_error,NoneValue,20,20,log2,0.1,0.156
100,squared_error,NoneValue,20,20,log2,0.2,0.152
100,squared_error,NoneValue,20,20,log2,0.3,0.15
100,squared_error,NoneValue,40,1,NoneValue,0.0,0.128
100,squared_error,NoneValue,40,1,NoneValue,0.1,0.128
100,squared_error,NoneValue,40,1,NoneValue,0.2,0.13
100,squared_error,NoneValue,40,1,NoneValue,0.3,0.128
100,squared_error,NoneValue,40,1,sqrt,0.0,0.138
100,squared_error,NoneValue,40,1,sqrt,0.1,0.144
100,squared_error,NoneValue,40,1,sqrt,0.2,0.142
100,squared_error,NoneValue,40,1,sqrt,0.3,0.14
100,squared_error,NoneValue,40,1,log2,0.0,0.142
100,squared_error,NoneValue,40,1,log2,0.1,0.148
100,squared_error,NoneValue,40,1,log2,0.2,0.138
100,squared_error,NoneValue,40,1,log2,0.3,0.138
100,squared_error,NoneValue,40,5,NoneValue,0.0,0.128
100,squared_error,NoneValue,40,5,NoneValue,0.1,0.128
100,squared_error,NoneValue,40,5,NoneValue,0.2,0.128
100,squared_error,NoneValue,40,5,NoneValue,0.3,0.128
100,squared_error,NoneValue,40,5,sqrt,0.0,0.144
100,squared_error,NoneValue,40,5,sqrt,0.1,0.134
100,squared_error,NoneValue,40,5,sqrt,0.2,0.142
100,squared_error,NoneValue,40,5,sqrt,0.3,0.14
100,squared_error,NoneValue,40,5,log2,0.0,0.138
100,squared_error,NoneValue,40,5,log2,0.1,0.138
100,squared_error,NoneValue,40,5,log2,0.2,0.144
100,squared_error,NoneValue,40,5,log2,0.3,0.138
100,squared_error,NoneValue,40,10,NoneValue,0.0,0.126
100,squared_error,NoneValue,40,10,NoneValue,0.1,0.128
100,squared_error,NoneValue,40,10,NoneValue,0.2,0.128
100,squared_error,NoneValue,40,10,NoneValue,0.3,0.128
100,squared_error,NoneValue,40,10,sqrt,0.0,0.142
100,squared_error,NoneValue,40,10,sqrt,0.1,0.144
100,squared_error,NoneValue,40,10,sqrt,0.2,0.144
100,squared_error,NoneValue,40,10,sqrt,0.3,0.144
100,squared_error,NoneValue,40,10,log2,0.0,0.138
100,squared_error,NoneValue,40,10,log2,0.1,0.136
100,squared_error,NoneValue,40,10,log2,0.2,0.138
100,squared_error,NoneValue,40,10,log2,0.3,0.142
100,squared_error,NoneValue,40,20,NoneValue,0.0,0.15
100,squared_error,NoneValue,40,20,NoneValue,0.1,0.15
100,squared_error,NoneValue,40,20,NoneValue,0.2,0.15
100,squared_error,NoneValue,40,20,NoneValue,0.3,0.146
100,squared_error,NoneValue,40,20,sqrt,0.0,0.154
100,squared_error,NoneValue,40,20,sqrt,0.1,0.154
100,squared_error,NoneValue,40,20,sqrt,0.2,0.15
100,squared_error,NoneValue,40,20,sqrt,0.3,0.154
100,squared_error,NoneValue,40,20,log2,0.0,0.152
100,squared_error,NoneValue,40,20,log2,0.1,0.15
100,squared_error,NoneValue,40,20,log2,0.2,0.158
100,squared_error,NoneValue,40,20,log2,0.3,0.152
200,squared_error,5.0,2,1,NoneValue,0.0,0.1139999999999999
200,squared_error,5.0,2,1,NoneValue,0.1,0.114
200,squared_error,5.0,2,1,NoneValue,0.2,0.11
200,squared_error,5.0,2,1,NoneValue,0.3,0.112
200,squared_error,5.0,2,1,sqrt,0.0,0.132
200,squared_error,5.0,2,1,sqrt,0.1,0.132
200,squared_error,5.0,2,1,sqrt,0.2,0.132
200,squared_error,5.0,2,1,sqrt,0.3,0.132
200,squared_error,5.0,2,1,log2,0.0,0.138
200,squared_error,5.0,2,1,log2,0.1,0.128
200,squared_error,5.0,2,1,log2,0.2,0.134
200,squared_error,5.0,2,1,log2,0.3,0.136
200,squared_error,5.0,2,5,NoneValue,0.0,0.1139999999999999
200,squared_error,5.0,2,5,NoneValue,0.1,0.1139999999999999
200,squared_error,5.0,2,5,NoneValue,0.2,0.112
200,squared_error,5.0,2,5,NoneValue,0.3,0.112
200,squared_error,5.0,2,5,sqrt,0.0,0.13
200,squared_error,5.0,2,5,sqrt,0.1,0.132
200,squared_error,5.0,2,5,sqrt,0.2,0.134
200,squared_error,5.0,2,5,sqrt,0.3,0.134
200,squared_error,5.0,2,5,log2,0.0,0.134
200,squared_error,5.0,2,5,log2,0.1,0.138
200,squared_error,5.0,2,5,log2,0.2,0.134
200,squared_error,5.0,2,5,log2,0.3,0.132
200,squared_error,5.0,2,10,NoneValue,0.0,0.128
200,squared_error,5.0,2,10,NoneValue,0.1,0.126
200,squared_error,5.0,2,10,NoneValue,0.2,0.126
200,squared_error,5.0,2,10,NoneValue,0.3,0.126
200,squared_error,5.0,2,10,sqrt,0.0,0.142
200,squared_error,5.0,2,10,sqrt,0.1,0.136
200,squared_error,5.0,2,10,sqrt,0.2,0.14
200,squared_error,5.0,2,10,sqrt,0.3,0.146
200,squared_error,5.0,2,10,log2,0.0,0.142
200,squared_error,5.0,2,10,log2,0.1,0.14
200,squared_error,5.0,2,10,log2,0.2,0.142
200,squared_error,5.0,2,10,log2,0.3,0.142
200,squared_error,5.0,2,20,NoneValue,0.0,0.178
200,squared_error,5.0,2,20,NoneValue,0.1,0.178
200,squared_error,5.0,2,20,NoneValue,0.2,0.176
200,squared_error,5.0,2,20,NoneValue,0.3,0.178
200,squared_error,5.0,2,20,sqrt,0.0,0.16
200,squared_error,5.0,2,20,sqrt,0.1,0.158
200,squared_error,5.0,2,20,sqrt,0.2,0.16
200,squared_error,5.0,2,20,sqrt,0.3,0.164
200,squared_error,5.0,2,20,log2,0.0,0.16
200,squared_error,5.0,2,20,log2,0.1,0.166
200,squared_error,5.0,2,20,log2,0.2,0.158
200,squared_error,5.0,2,20,log2,0.3,0.16
200,squared_error,5.0,6,1,NoneValue,0.0,0.1139999999999999
200,squared_error,5.0,6,1,NoneValue,0.1,0.1119999999999999
200,squared_error,5.0,6,1,NoneValue,0.2,0.1139999999999999
200,squared_error,5.0,6,1,NoneValue,0.3,0.112
200,squared_error,5.0,6,1,sqrt,0.0,0.134
200,squared_error,5.0,6,1,sqrt,0.1,0.132
200,squared_error,5.0,6,1,sqrt,0.2,0.132
200,squared_error,5.0,6,1,sqrt,0.3,0.134
200,squared_error,5.0,6,1,log2,0.0,0.134
200,squared_error,5.0,6,1,log2,0.1,0.134
200,squared_error,5.0,6,1,log2,0.2,0.13
200,squared_error,5.0,6,1,log2,0.3,0.132
