n_neighbors,weights,algorithm,leaf_size,p,MMRE-
9,distance,brute,40,2,226.32830000000004
9,distance,brute,50,1,220.57688
9,distance,brute,50,2,226.32830000000004
9,distance,brute,100,1,220.57688
9,distance,brute,100,2,226.32830000000004
10,uniform,auto,10,1,220.36092
10,uniform,auto,10,2,228.01338
10,uniform,auto,20,1,220.36092
10,uniform,auto,20,2,228.01338
10,uniform,auto,30,1,220.36092
10,uniform,auto,30,2,228.01338
10,uniform,auto,40,1,220.36092
10,uniform,auto,40,2,228.01338
10,uniform,auto,50,1,220.36092
10,uniform,auto,50,2,228.01338
10,uniform,auto,100,1,220.36092
10,uniform,auto,100,2,228.01338
10,uniform,ball_tree,10,1,220.36092
10,uniform,ball_tree,10,2,228.01338
10,uniform,ball_tree,20,1,220.36092
10,uniform,ball_tree,20,2,228.01338
10,uniform,ball_tree,30,1,220.36092
10,uniform,ball_tree,30,2,228.01338
10,uniform,ball_tree,40,1,220.36092
10,uniform,ball_tree,40,2,228.01338
10,uniform,ball_tree,50,1,220.36092
10,uniform,ball_tree,50,2,228.01338
10,uniform,ball_tree,100,1,220.36092
10,uniform,ball_tree,100,2,228.01338
10,uniform,kd_tree,10,1,220.36092
10,uniform,kd_tree,10,2,228.01338
10,uniform,kd_tree,20,1,220.36092
10,uniform,kd_tree,20,2,228.01338
10,uniform,kd_tree,30,1,220.36092
10,uniform,kd_tree,30,2,228.01338
10,uniform,kd_tree,40,1,220.36092
10,uniform,kd_tree,40,2,228.01338
10,uniform,kd_tree,50,1,220.36092
10,uniform,kd_tree,50,2,228.01338
10,uniform,kd_tree,100,1,220.36092
10,uniform,kd_tree,100,2,228.01338
10,uniform,brute,10,1,220.36092
10,uniform,brute,10,2,228.01338
10,uniform,brute,20,1,220.36092
10,uniform,brute,20,2,228.01338
10,uniform,brute,30,1,220.36092
10,uniform,brute,30,2,228.01338
10,uniform,brute,40,1,220.36092
10,uniform,brute,40,2,228.01338
10,uniform,brute,50,1,220.36092
10,uniform,brute,50,2,228.01338
10,uniform,brute,100,1,220.36092
10,uniform,brute,100,2,228.01338
10,distance,auto,10,1,218.43906
10,distance,auto,10,2,225.4601
10,distance,auto,20,1,218.43906
10,distance,auto,20,2,225.4601
10,distance,auto,30,1,218.43906
10,distance,auto,30,2,225.4601
10,distance,auto,40,1,218.43906
10,distance,auto,40,2,225.4601
10,distance,auto,50,1,218.43906
10,distance,auto,50,2,225.4601
10,distance,auto,100,1,218.43906
10,distance,auto,100,2,225.4601
10,distance,ball_tree,10,1,218.43906
10,distance,ball_tree,10,2,225.4601
10,distance,ball_tree,20,1,218.43906
10,distance,ball_tree,20,2,225.4601
10,distance,ball_tree,30,1,218.43906
10,distance,ball_tree,30,2,225.4601
10,distance,ball_tree,40,1,218.43906
10,distance,ball_tree,40,2,225.4601
10,distance,ball_tree,50,1,218.43906
10,distance,ball_tree,50,2,225.4601
10,distance,ball_tree,100,1,218.43906
10,distance,ball_tree,100,2,225.4601
10,distance,kd_tree,10,1,218.43906
10,distance,kd_tree,10,2,225.4601
10,distance,kd_tree,20,1,218.43906
10,distance,kd_tree,20,2,225.4601
10,distance,kd_tree,30,1,218.43906
10,distance,kd_tree,30,2,225.4601
10,distance,kd_tree,40,1,218.43906
10,distance,kd_tree,40,2,225.4601
10,distance,kd_tree,50,1,218.43906
10,distance,kd_tree,50,2,225.4601
10,distance,kd_tree,100,1,218.43906
10,distance,kd_tree,100,2,225.4601
10,distance,brute,10,1,218.43906
10,distance,brute,10,2,225.4601
10,distance,brute,20,1,218.43906
10,distance,brute,20,2,225.4601
10,distance,brute,30,1,218.43906
10,distance,brute,30,2,225.4601
10,distance,brute,40,1,218.43906
10,distance,brute,40,2,225.4601
10,distance,brute,50,1,218.43906
10,distance,brute,50,2,225.4601
10,distance,brute,100,1,218.43906
10,distance,brute,100,2,225.4601
13,uniform,auto,10,1,232.27493999999996
13,uniform,auto,10,2,228.98337999999998
13,uniform,auto,20,1,232.27493999999996
13,uniform,auto,20,2,228.98337999999998
13,uniform,auto,30,1,232.27493999999996
13,uniform,auto,30,2,228.98337999999998
13,uniform,auto,40,1,232.27493999999996
13,uniform,auto,40,2,228.98337999999998
13,uniform,auto,50,1,232.27493999999996
13,uniform,auto,50,2,228.98337999999998
13,uniform,auto,100,1,232.27493999999996
13,uniform,auto,100,2,228.98337999999998
13,uniform,ball_tree,10,1,232.27493999999996
13,uniform,ball_tree,10,2,228.98337999999998
13,uniform,ball_tree,20,1,232.27493999999996
13,uniform,ball_tree,20,2,228.98337999999998
13,uniform,ball_tree,30,1,232.27493999999996
13,uniform,ball_tree,30,2,228.98337999999998
13,uniform,ball_tree,40,1,232.27493999999996
13,uniform,ball_tree,40,2,228.98337999999998
13,uniform,ball_tree,50,1,232.27493999999996
13,uniform,ball_tree,50,2,228.98337999999998
13,uniform,ball_tree,100,1,232.27493999999996
13,uniform,ball_tree,100,2,228.98337999999998
13,uniform,kd_tree,10,1,232.27493999999996
13,uniform,kd_tree,10,2,228.98337999999998
13,uniform,kd_tree,20,1,232.27493999999996
13,uniform,kd_tree,20,2,228.98337999999998
13,uniform,kd_tree,30,1,232.27493999999996
13,uniform,kd_tree,30,2,228.98337999999998
13,uniform,kd_tree,40,1,232.27493999999996
13,uniform,kd_tree,40,2,228.98337999999998
13,uniform,kd_tree,50,1,232.27493999999996
13,uniform,kd_tree,50,2,228.98337999999998
13,uniform,kd_tree,100,1,232.27493999999996
13,uniform,kd_tree,100,2,228.98337999999998
13,uniform,brute,10,1,232.27493999999996
13,uniform,brute,10,2,228.98337999999998
13,uniform,brute,20,1,232.27493999999996
13,uniform,brute,20,2,228.98337999999998
13,uniform,brute,30,1,232.27493999999996
13,uniform,brute,30,2,228.98337999999998
13,uniform,brute,40,1,232.27493999999996
13,uniform,brute,40,2,228.98337999999998
13,uniform,brute,50,1,232.27493999999996
13,uniform,brute,50,2,228.98337999999998
13,uniform,brute,100,1,232.27493999999996
13,uniform,brute,100,2,228.98337999999998
13,distance,auto,10,1,229.2922
13,distance,auto,10,2,226.96032
13,distance,auto,20,1,229.2922
13,distance,auto,20,2,226.96032
13,distance,auto,30,1,229.2922
13,distance,auto,30,2,226.96032
13,distance,auto,40,1,229.2922
13,distance,auto,40,2,226.96032
13,distance,auto,50,1,229.2922
13,distance,auto,50,2,226.96032
13,distance,auto,100,1,229.2922
13,distance,auto,100,2,226.96032
13,distance,ball_tree,10,1,229.2922
13,distance,ball_tree,10,2,226.96032
13,distance,ball_tree,20,1,229.2922
13,distance,ball_tree,20,2,226.96032
13,distance,ball_tree,30,1,229.2922
13,distance,ball_tree,30,2,226.96032
13,distance,ball_tree,40,1,229.2922
13,distance,ball_tree,40,2,226.96032
13,distance,ball_tree,50,1,229.2922
13,distance,ball_tree,50,2,226.96032
